country,updated,confirmed,deaths,recovered
Cyprus,4/20/20,6,0,0
Cyprus,4/21/20,5,0,0
Cyprus,4/22/20,12,0,0
Cyprus,4/23/20,6,0,0
Cyprus,4/24/20,5,0,0
Cyprus,4/25/20,9,0,0
Cyprus,4/26/20,6,0,0
Czech Republic,3/2/20,3,0,0
Czech Republic,3/3/20,2,0,0
Czech Republic,3/4/20,0,0,0
Czech Republic,3/5/20,3,0,0
Czech Republic,3/6/20,4,0,0
Czech Republic,3/7/20,7,0,0
Czech Republic,3/8/20,7,0,0
Czech Republic,3/9/20,6,0,0
Czech Republic,3/10/20,8,0,0
Czech Republic,3/11/20,23,0,0
Czech Republic,3/12/20,31,0,0
Czech Republic,3/13/20,22,0,0
Czech Republic,3/14/20,34,0,0
Czech Republic,3/15/20,64,0,0
Czech Republic,3/16/20,84,0,0
Czech Republic,3/17/20,46,0,0
Czech Republic,3/18/20,90,0,0
Czech Republic,3/19/20,88,0,0
Czech Republic,3/20/20,172,0,0
Czech Republic,3/21/20,210,0,0
Czech Republic,3/22/20,91,0,0
Czech Republic,3/23/20,170,1,0
Czech Republic,3/24/20,71,0,0
Czech Republic,3/25/20,158,2,0
Czech Republic,3/26/20,260,3,0
Czech Republic,3/27/20,408,3,0
Czech Republic,3/28/20,217,0,0
Czech Republic,3/29/20,384,2,0
Czech Republic,3/30/20,166,5,0
Czech Republic,3/31/20,173,8,0
Czech Republic,4/1/20,306,7,0
Czech Republic,4/2/20,281,8,0
Czech Republic,4/3/20,269,5,0
Czech Republic,4/4/20,332,9,0
Czech Republic,4/5/20,282,6,0
Czech Republic,4/6/20,115,8,0
Czech Republic,4/7/20,235,11,0
Czech Republic,4/8/20,195,10,0
Czech Republic,4/9/20,295,11,0
Czech Republic,4/10/20,257,13,0
Czech Republic,4/11/20,163,7,0
Czech Republic,4/12/20,170,10,0
Czech Republic,4/13/20,89,9,0
Czech Republic,4/14/20,68,5,0
Czech Republic,4/15/20,82,18,0
Czech Republic,4/16/20,162,5,0
Czech Republic,4/17/20,130,3,0
Czech Republic,4/18/20,116,4,0
Czech Republic,4/19/20,105,8,0
Czech Republic,4/20/20,133,7,0
Czech Republic,4/21/20,127,8,0
Czech Republic,4/22/20,127,5,0
Czech Republic,4/23/20,95,9,0
Czech Republic,4/24/20,52,3,0
Czech Republic,4/25/20,85,2,0
Czech Republic,4/26/20,79,3,0
Germany,1/28/20,1,0,0
Germany,1/29/20,3,0,0
Germany,1/30/20,0,0,0
Germany,1/31/20,1,0,0
Germany,2/1/20,2,0,0
Germany,2/2/20,1,0,0
Germany,2/3/20,1,0,0
Germany,2/4/20,2,0,0
Germany,2/5/20,0,0,0
Germany,2/6/20,0,0,0
Germany,2/7/20,1,0,0
Germany,2/8/20,1,0,0
Germany,2/9/20,0,0,0
Germany,2/10/20,0,0,0
Germany,2/11/20,0,0,0
Germany,2/12/20,2,0,0
Germany,2/13/20,0,0,0
Germany,2/14/20,0,0,0
Germany,2/15/20,0,0,0
Germany,2/16/20,0,0,0
Germany,2/17/20,0,0,0
Germany,2/18/20,0,0,0
Germany,2/19/20,0,0,0
Germany,2/20/20,0,0,0
Germany,2/21/20,0,0,0
Germany,2/22/20,0,0,0
Germany,2/23/20,0,0,0
Germany,2/24/20,0,0,0
Germany,2/25/20,0,0,0
Germany,2/26/20,2,0,0
Germany,2/27/20,4,0,0
Germany,2/28/20,26,0,0
Germany,2/29/20,10,0,0
Germany,3/1/20,54,0,0
Germany,3/2/20,18,0,0
Germany,3/3/20,28,0,0
Germany,3/4/20,39,0,0
Germany,3/5/20,66,0,0
Germany,3/6/20,138,0,0
Germany,3/7/20,284,0,0
Germany,3/8/20,163,0,0
Germany,3/9/20,55,0,0
Germany,3/10/20,237,2,0
Germany,3/11/20,157,0,0
Germany,3/12/20,271,1,0
Germany,3/13/20,802,2,0
Germany,3/14/20,693,0,0
Germany,3/15/20,733,3,0
Germany,3/16/20,1043,4,0
Germany,3/17/20,1174,1,0
Germany,3/18/20,1144,0,0
Germany,3/19/20,1042,0,0
Germany,3/20/20,5940,30,0
Germany,3/21/20,4049,2,0
Germany,3/22/20,3276,22,0
Germany,3/23/20,3311,27,0
Germany,3/24/20,4438,32,0
Germany,3/25/20,2342,23,0
Germany,3/26/20,4954,49,0
Germany,3/27/20,5780,55,0
Germany,3/28/20,6294,72,0
Germany,3/29/20,3965,64,0
Germany,3/30/20,4751,66,0
Germany,3/31/20,4615,128,0
Germany,4/1/20,5453,149,0
Germany,4/2/20,6156,140,0
Germany,4/3/20,6174,145,0
Germany,4/4/20,6082,141,0
Germany,4/5/20,5936,184,0
Germany,4/6/20,3677,92,0
Germany,4/7/20,3834,173,0
Germany,4/8/20,4003,254,0
Germany,4/9/20,4974,246,0
Germany,4/10/20,5323,266,0
Germany,4/11/20,4133,171,0
Germany,4/12/20,2821,129,0
Germany,4/13/20,2537,126,0
Germany,4/14/20,2082,170,0
Germany,4/15/20,2486,285,0
Germany,4/16/20,2866,315,0
Germany,4/17/20,3380,299,0
Germany,4/18/20,3609,242,0
Germany,4/19/20,2458,184,0
Germany,4/20/20,1775,110,0
Germany,4/21/20,1785,194,0
Germany,4/22/20,2237,281,0
Germany,4/23/20,2352,215,0
Germany,4/24/20,2337,227,0
Germany,4/25/20,2055,179,0
Germany,4/26/20,1737,140,0
Egypt,3/2/20,1,0,0
Egypt,3/6/20,1,0,0
Egypt,3/7/20,12,0,0
Egypt,3/9/20,34,1,0
Egypt,3/10/20,6,0,0
Egypt,3/11/20,4,0,0
Egypt,3/12/20,1,0,0
Egypt,3/13/20,20,1,0
Egypt,3/14/20,13,0,0
Egypt,3/15/20,0,0,0
Egypt,3/16/20,17,0,0
Egypt,3/17/20,16,0,0
Egypt,3/18/20,40,2,0
Egypt,3/19/20,30,2,0
Egypt,3/20/20,14,0,0
Egypt,3/21/20,46,1,0
Egypt,3/22/20,29,1,0
Egypt,3/23/20,9,2,0
Egypt,3/24/20,33,4,0
Egypt,3/25/20,39,5,0
Egypt,3/26/20,76,2,0
Egypt,3/27/20,14,0,0
Egypt,3/28/20,39,3,0
Egypt,3/29/20,41,6,0
Egypt,3/30/20,40,6,0
Egypt,3/31/20,33,4,0
Egypt,4/1/20,47,1,0
Egypt,4/2/20,54,5,0
Egypt,4/3/20,69,6,0
Egypt,4/4/20,0,0,0
Egypt,4/5/20,206,14,0
Egypt,4/6/20,85,5,0
Egypt,4/7/20,3,7,0
Egypt,4/8/20,249,7,0
Egypt,4/9/20,238,18,0
Egypt,4/10/20,139,15,0
Egypt,4/11/20,95,17,0
Egypt,4/12/20,145,11,0
Egypt,4/13/20,126,13,0
Egypt,4/14/20,125,5,0
Egypt,4/15/20,160,14,0
Egypt,4/16/20,155,5,0
Egypt,4/17/20,168,13,0
Egypt,4/18/20,171,9,0
Egypt,4/19/20,188,19,0
Egypt,4/20/20,112,15,0
Egypt,4/21/20,189,11,0
Egypt,4/22/20,157,14,0
Egypt,4/23/20,0,0,0
Egypt,4/24/20,169,12,0
Egypt,4/25/20,433,18,0
Egypt,4/26/20,227,13,0
Spain,2/1/20,1,0,0
Spain,2/2/20,0,0,0
Spain,2/3/20,0,0,0
Spain,2/4/20,0,0,0
Spain,2/5/20,0,0,0
Spain,2/6/20,0,0,0
Spain,2/7/20,0,0,0
Spain,2/8/20,0,0,0
Spain,2/9/20,0,0,0
Spain,2/10/20,1,0,0
Spain,2/11/20,0,0,0
Spain,2/12/20,0,0,0
Spain,2/13/20,0,0,0
Spain,2/14/20,0,0,0
Spain,2/15/20,0,0,0
Spain,2/16/20,0,0,0
Spain,2/17/20,0,0,0
Spain,2/18/20,0,0,0
Spain,2/19/20,0,0,0
Spain,2/20/20,0,0,0
Spain,2/21/20,0,0,0
Spain,2/22/20,0,0,0
Spain,2/23/20,0,0,0
Spain,2/24/20,0,0,0
Spain,2/25/20,1,0,0
Spain,2/26/20,4,0,0
Spain,2/27/20,5,0,0
Spain,2/28/20,13,0,0
Spain,2/29/20,9,0,0
Spain,3/1/20,32,0,0
Spain,3/2/20,17,0,0
Spain,3/3/20,31,0,0
Spain,3/4/20,37,0,0
Spain,3/5/20,49,1,0
Spain,3/6/20,61,2,0
Spain,3/7/20,113,2,0
Spain,3/8/20,56,0,0
Spain,3/9/20,159,0,0
Spain,3/10/20,615,23,0
Spain,3/11/20,435,7,0
Spain,3/12/20,501,12,0
Spain,3/13/20,864,37,0
Spain,3/14/20,1227,37,0
Spain,3/15/20,1522,15,0
Spain,3/16/20,2000,152,0
Spain,3/17/20,1438,21,0
Spain,3/18/20,1987,182,0
Spain,3/19/20,2538,107,0
Spain,3/20/20,3431,169,0
Spain,3/21/20,2833,235,0
Spain,3/22/20,4946,324,0
Spain,3/23/20,3646,394,0
Spain,3/24/20,4517,462,0
Spain,3/25/20,6584,514,0
Spain,3/26/20,7937,738,0
Spain,3/27/20,8578,655,0
Spain,3/28/20,7871,769,0
Spain,3/29/20,8189,832,0
Spain,3/30/20,6549,838,0
Spain,3/31/20,6398,812,0
Spain,4/1/20,9222,849,0
Spain,4/2/20,7719,864,0
Spain,4/3/20,8102,950,0
Spain,4/4/20,7472,932,0
Spain,4/5/20,7026,809,0
Spain,4/6/20,6023,674,0
Spain,4/7/20,4273,637,0
Spain,4/8/20,5478,743,0
Spain,4/9/20,6180,757,0
Spain,4/10/20,5756,683,0
Spain,4/11/20,4576,605,0
Spain,4/12/20,4830,510,0
Spain,4/13/20,4167,619,0
Spain,4/14/20,3477,517,0
Spain,4/15/20,3045,567,0
Spain,4/16/20,5092,523,0
Spain,4/17/20,5183,551,0
Spain,4/18/20,5252,348,0
Spain,4/19/20,3658,565,0
Spain,4/20/20,4218,410,0
Spain,4/21/20,4266,399,0
Spain,4/22/20,3968,430,0
Spain,4/23/20,4211,435,0
Spain,4/24/20,4635,440,0
Spain,4/25/20,6740,367,0
France,1/25/20,3,0,0
France,1/26/20,0,0,0
France,1/27/20,0,0,0
France,1/28/20,0,0,0
France,1/29/20,1,0,0
France,1/30/20,1,0,0
France,1/31/20,1,0,0
France,2/1/20,0,0,0
France,2/2/20,0,0,0
France,2/3/20,0,0,0
France,2/4/20,0,0,0
France,2/5/20,0,0,0
France,2/6/20,0,0,0
France,2/7/20,0,0,0
France,2/8/20,5,0,0
France,2/9/20,0,0,0
France,2/10/20,0,0,0
France,2/11/20,0,0,0
France,2/12/20,0,0,0
France,2/13/20,0,0,0
France,2/14/20,0,0,0
France,2/15/20,0,1,0
France,2/16/20,0,0,0
France,2/17/20,1,0,0
France,2/18/20,0,0,0
France,2/19/20,0,0,0
France,2/20/20,0,0,0
France,2/21/20,0,0,0
France,2/22/20,0,0,0
France,2/23/20,0,0,0
France,2/24/20,0,0,0
France,2/25/20,0,0,0
France,2/26/20,2,0,0
France,2/27/20,3,1,0
France,2/28/20,21,0,0
France,2/29/20,19,0,0
France,3/1/20,43,0,0
France,3/2/20,30,0,0
France,3/3/20,48,1,0
France,3/4/20,34,1,0
France,3/5/20,73,0,0
France,3/6/20,138,3,0
France,3/7/20,190,2,0
France,3/8/20,103,1,0
France,3/9/20,410,9,0
France,3/10/20,286,11,0
France,3/11/20,372,3,0
France,3/12/20,497,15,0
France,3/13/20,595,13,0
France,3/14/20,785,18,0
France,3/15/20,838,12,0
France,3/16/20,924,36,0
France,3/17/20,1210,21,0
France,3/18/20,1097,27,0
France,3/19/20,1404,69,0
France,3/20/20,1861,128,0
France,3/21/20,1617,78,0
France,3/22/20,1847,112,0
France,3/23/20,1559,112,0
France,3/24/20,3838,186,0
France,3/25/20,2446,240,0
France,3/26/20,2931,231,0
France,3/27/20,3922,365,0
France,3/28/20,3809,299,0
France,3/29/20,4611,319,0
France,3/30/20,2599,292,0
France,3/31/20,4376,418,0
France,4/1/20,7578,499,0
France,4/2/20,4861,509,0
France,4/3/20,2116,471,0
France,4/4/20,5233,2004,0
France,4/5/20,4267,1053,0
France,4/6/20,1873,518,0
France,4/7/20,3912,833,0
France,4/8/20,3777,1417,0
France,4/9/20,3881,541,0
France,4/10/20,4286,1341,0
France,4/11/20,4342,987,0
France,4/12/20,3114,635,0
France,4/13/20,1613,561,0
France,4/14/20,2673,574,0
France,4/15/20,5497,762,0
France,4/16/20,2633,1438,0
France,4/17/20,2641,753,0
France,4/18/20,405,761,0
France,4/19/20,2569,642,0
France,4/20/20,785,395,0
France,4/21/20,2051,547,0
France,4/22/20,2667,531,0
France,4/23/20,1827,544,0
France,4/24/20,1653,516,0
France,4/25/20,1773,389,0
France,4/26/20,1537,369,0
United Kingdom,1/31/20,2,0,0
United Kingdom,2/1/20,0,0,0
United Kingdom,2/2/20,0,0,0
United Kingdom,2/3/20,0,0,0
United Kingdom,2/4/20,0,0,0
United Kingdom,2/5/20,0,0,0
United Kingdom,2/6/20,0,0,0
United Kingdom,2/7/20,1,0,0
United Kingdom,2/8/20,0,0,0
United Kingdom,2/9/20,1,0,0
United Kingdom,2/10/20,0,0,0
United Kingdom,2/11/20,4,0,0
United Kingdom,2/12/20,0,0,0
United Kingdom,2/13/20,1,0,0
United Kingdom,2/14/20,0,0,0
United Kingdom,2/15/20,0,0,0
United Kingdom,2/16/20,0,0,0
United Kingdom,2/17/20,0,0,0
United Kingdom,2/18/20,0,0,0
United Kingdom,2/19/20,0,0,0
United Kingdom,2/20/20,0,0,0
United Kingdom,2/21/20,0,0,0
United Kingdom,2/22/20,0,0,0
United Kingdom,2/23/20,0,0,0
United Kingdom,2/24/20,4,0,0
United Kingdom,2/25/20,0,0,0
United Kingdom,2/26/20,0,0,0
United Kingdom,2/27/20,0,0,0
United Kingdom,2/28/20,3,0,0
United Kingdom,2/29/20,2,0,0
United Kingdom,3/1/20,5,0,0
United Kingdom,3/2/20,13,0,0
United Kingdom,3/3/20,4,0,0
United Kingdom,3/4/20,11,0,0
United Kingdom,3/5/20,34,0,0
United Kingdom,3/6/20,30,1,0
United Kingdom,3/7/20,48,0,0
United Kingdom,3/8/20,43,1,0
United Kingdom,3/9/20,67,1,0
United Kingdom,3/10/20,48,2,0
United Kingdom,3/11/20,52,1,0
United Kingdom,3/12/20,83,0,0
United Kingdom,3/13/20,134,4,0
United Kingdom,3/14/20,117,0,0
United Kingdom,3/15/20,433,11,0
United Kingdom,3/16/20,251,14,0
United Kingdom,3/17/20,152,20,0
United Kingdom,3/18/20,407,5,0
United Kingdom,3/19/20,680,43,0
United Kingdom,3/20/20,647,41,0
United Kingdom,3/21/20,706,33,0
United Kingdom,3/22/20,1035,56,0
United Kingdom,3/23/20,665,48,0
United Kingdom,3/24/20,967,54,0
United Kingdom,3/25/20,1427,87,0
United Kingdom,3/26/20,1452,41,0
United Kingdom,3/27/20,2129,115,0
United Kingdom,3/28/20,2885,181,0
United Kingdom,3/29/20,2546,260,0
United Kingdom,3/30/20,2433,209,0
United Kingdom,3/31/20,2619,180,0
United Kingdom,4/1/20,3009,381,0
United Kingdom,4/2/20,4324,743,0
United Kingdom,4/3/20,4244,389,0
United Kingdom,4/4/20,4450,684,0
United Kingdom,4/5/20,3735,708,0
United Kingdom,4/6/20,5903,621,0
United Kingdom,4/7/20,3802,439,0
United Kingdom,4/8/20,3634,786,0
United Kingdom,4/9/20,5491,938,0
United Kingdom,4/10/20,4344,881,0
United Kingdom,4/11/20,5195,980,0
United Kingdom,4/12/20,8719,917,0
United Kingdom,4/13/20,5288,737,0
United Kingdom,4/14/20,4342,717,0
United Kingdom,4/15/20,5252,778,0
United Kingdom,4/16/20,4603,761,0
United Kingdom,4/17/20,4617,861,0
United Kingdom,4/18/20,5599,847,0
United Kingdom,4/19/20,5525,888,0
United Kingdom,4/20/20,5850,596,0
United Kingdom,4/21/20,4676,449,0
United Kingdom,4/22/20,4301,828,0
United Kingdom,4/23/20,4451,763,0
United Kingdom,4/24/20,4583,638,0
United Kingdom,4/25/20,5386,768,0
United Kingdom,4/26/20,4913,813,0
India,3/3/20,2,0,0
India,3/4/20,1,0,0
India,3/5/20,22,0,0
India,3/6/20,1,0,0
India,3/7/20,2,0,0
India,3/8/20,3,0,0
India,3/10/20,10,0,0
India,3/11/20,6,0,0
India,3/12/20,23,0,0
India,3/13/20,2,1,0
India,3/14/20,8,1,0
India,3/15/20,7,0,0
India,3/16/20,3,0,0
India,3/17/20,32,1,0
India,3/18/20,12,0,0
India,3/19/20,28,0,0
India,3/20/20,26,1,0
India,3/21/20,40,0,0
India,3/22/20,89,0,0
India,3/23/20,119,3,0
India,3/24/20,53,2,0
India,3/25/20,70,0,0
India,3/26/20,87,4,0
India,3/27/20,75,4,0
India,3/28/20,149,2,0
India,3/29/20,106,6,0
India,3/30/20,92,4,0
India,3/31/20,180,3,0
India,4/1/20,146,3,0
India,4/2/20,568,15,0
India,4/3/20,336,6,0
India,4/4/20,601,12,0
India,4/5/20,472,9,0
India,4/6/20,693,32,0
India,4/7/20,354,5,0
India,4/8/20,773,35,0
India,4/9/20,540,17,0
India,4/10/20,678,33,0
India,4/11/20,1035,40,0
India,4/12/20,909,34,0
India,4/13/20,796,35,0
India,4/14/20,1211,31,0
India,4/15/20,1075,38,0
India,4/16/20,942,37,0
India,4/17/20,1007,23,0
India,4/18/20,991,43,0
India,4/19/20,1334,27,0
India,4/20/20,1553,36,0
India,4/21/20,1335,47,0
India,4/22/20,1384,50,0
India,4/23/20,1409,41,0
India,4/24/20,1684,37,0
India,4/25/20,1429,57,0
India,4/26/20,1990,49,0
Iran,2/20/20,2,2,0
Iran,2/21/20,3,0,0
Iran,2/22/20,13,2,0
Iran,2/23/20,10,1,0
Iran,2/24/20,15,3,0
Iran,2/25/20,18,4,0
Iran,2/26/20,34,3,0
Iran,2/27/20,44,4,0
Iran,2/28/20,106,7,0
Iran,2/29/20,143,8,0
Iran,3/1/20,205,9,0
Iran,3/2/20,385,11,0
Iran,3/3/20,523,12,0
Iran,3/4/20,835,11,0
Iran,3/5/20,586,15,0
Iran,3/6/20,591,15,0
Iran,3/7/20,1234,17,0
Iran,3/8/20,1076,21,0
Iran,3/9/20,743,49,0
Iran,3/10/20,595,43,0
Iran,3/11/20,881,54,0
Iran,3/12/20,958,63,0
Iran,3/13/20,1075,75,0
Iran,3/14/20,1289,85,0
Iran,3/15/20,1365,97,0
Iran,3/16/20,1209,113,0
Iran,3/17/20,1053,129,0
Iran,3/18/20,1178,135,0
Iran,3/19/20,1192,147,0
Iran,3/20/20,1046,149,0
Iran,3/21/20,1237,149,0
Iran,3/22/20,966,123,0
Iran,3/23/20,1028,129,0
Iran,3/24/20,1411,127,0
Iran,3/25/20,1762,122,0
Iran,3/26/20,2206,143,0
Iran,3/27/20,2389,157,0
Iran,3/28/20,2926,144,0
Iran,3/29/20,3076,139,0
Iran,3/30/20,2901,123,0
Iran,3/31/20,3186,117,0
Iran,4/1/20,3111,141,0
Iran,4/2/20,2987,138,0
Iran,4/3/20,2875,124,0
Iran,4/4/20,0,0,0
Iran,4/5/20,5275,292,0
Iran,4/6/20,2483,151,0
Iran,4/7/20,2274,136,0
Iran,4/8/20,2089,133,0
Iran,4/9/20,1997,121,0
Iran,4/10/20,1634,117,0
Iran,4/11/20,1972,122,0
Iran,4/12/20,1837,125,0
Iran,4/13/20,1657,117,0
Iran,4/14/20,1617,111,0
Iran,4/15/20,1574,98,0
Iran,4/16/20,1512,94,0
Iran,4/17/20,1606,92,0
Iran,4/18/20,1499,89,0
Iran,4/19/20,1374,73,0
Iran,4/20/20,1343,87,0
Iran,4/21/20,1294,91,0
Iran,4/22/20,1297,88,0
Iran,4/23/20,1194,94,0
Iran,4/24/20,1030,90,0
Iran,4/25/20,1168,93,0
Iran,4/26/20,1134,76,0
Iraq,2/25/20,1,0,0
Iraq,2/26/20,4,0,0
Iraq,2/27/20,0,0,0
Iraq,2/28/20,1,0,0
Iraq,2/29/20,1,0,0
Iraq,3/1/20,6,0,0
Iraq,3/2/20,6,0,0
Iraq,3/3/20,2,0,0
Iraq,3/4/20,5,0,0
Iraq,3/5/20,5,0,0
Iraq,3/6/20,7,2,0
Iraq,3/8/20,16,0,0
Iraq,3/9/20,7,4,0
Iraq,3/11/20,0,0,0
Iraq,3/12/20,9,2,0
Iraq,3/13/20,4,0,0
Iraq,3/14/20,11,1,0
Iraq,3/15/20,0,0,0
Iraq,3/16/20,39,0,0
Iraq,3/17/20,0,0,0
Iraq,3/18/20,30,2,0
Iraq,3/19/20,10,1,0
Iraq,3/20/20,13,0,0
Iraq,3/21/20,16,2,0
Iraq,3/22/20,21,3,0
Iraq,3/23/20,19,3,0
Iraq,3/24/20,33,3,0
Iraq,3/25/20,50,4,0
Iraq,3/26/20,30,2,0
Iraq,3/27/20,36,7,0
Iraq,3/28/20,76,4,0
Iraq,3/29/20,48,2,0
Iraq,3/30/20,41,0,0
Iraq,3/31/20,83,4,0
Iraq,4/1/20,64,4,0
Iraq,4/2/20,0,0,0
Iraq,4/3/20,78,4,0
Iraq,4/4/20,0,0,0
Iraq,4/5/20,106,2,0
Iraq,4/6/20,83,5,0
Iraq,4/7/20,70,3,0
Iraq,4/8/20,0,0,0
Iraq,4/9/20,171,5,0
Iraq,4/10/20,30,0,0
Iraq,4/11/20,47,1,0
Iraq,4/12/20,39,2,0
Iraq,4/13/20,34,4,0
Iraq,4/14/20,26,2,0
Iraq,4/15/20,22,0,0
Iraq,4/16/20,15,1,0
Iraq,4/17/20,19,1,0
Iraq,4/18/20,48,1,0
Iraq,4/19/20,0,0,0
Iraq,4/20/20,57,1,0
Iraq,4/21/20,35,0,0
Iraq,4/22/20,28,1,0
Iraq,4/23/20,0,0,0
Iraq,4/24/20,75,0,0
Iraq,4/25/20,31,3,0
Iraq,4/26/20,55,0,0
Italy,1/31/20,3,0,0
Italy,2/1/20,0,0,0
Italy,2/2/20,0,0,0
Italy,2/3/20,0,0,0
Italy,2/4/20,0,0,0
Italy,2/5/20,0,0,0
Italy,2/6/20,0,0,0
Italy,2/7/20,0,0,0
Italy,2/8/20,0,0,0
Italy,2/9/20,0,0,0
Italy,2/10/20,0,0,0
Italy,2/11/20,0,0,0
Italy,2/12/20,0,0,0
Italy,2/13/20,0,0,0
Italy,2/14/20,0,0,0
Italy,2/15/20,0,0,0
Italy,2/16/20,0,0,0
Italy,2/17/20,0,0,0
Italy,2/18/20,0,0,0
Italy,2/19/20,0,0,0
Italy,2/20/20,0,0,0
Italy,2/21/20,0,0,0
Italy,2/22/20,14,0,0
Italy,2/23/20,62,2,0
Italy,2/24/20,53,0,0
Italy,2/25/20,97,4,0
Italy,2/26/20,93,5,0
Italy,2/27/20,78,1,0
Italy,2/28/20,250,5,0
Italy,2/29/20,238,4,0
Italy,3/1/20,240,8,0
Italy,3/2/20,561,6,0
Italy,3/3/20,347,17,0
Italy,3/4/20,466,28,0
Italy,3/5/20,587,27,0
Italy,3/6/20,769,41,0
Italy,3/7/20,778,49,0
Italy,3/8/20,1247,36,0
Italy,3/9/20,1492,133,0
Italy,3/10/20,1797,98,0
Italy,3/11/20,977,167,0
Italy,3/12/20,2313,196,0
Italy,3/13/20,2651,189,0
Italy,3/14/20,2547,252,0
Italy,3/15/20,3497,173,0
Italy,3/16/20,2823,370,0
Italy,3/17/20,4000,347,0
Italy,3/18/20,3526,347,0
Italy,3/19/20,4207,473,0
Italy,3/20/20,5322,429,0
Italy,3/21/20,5986,625,0
Italy,3/22/20,6557,795,0
Italy,3/23/20,5560,649,0
Italy,3/24/20,4789,601,0
Italy,3/25/20,5249,743,0
Italy,3/26/20,5210,685,0
Italy,3/27/20,6153,660,0
Italy,3/28/20,5959,971,0
Italy,3/29/20,5974,887,0
Italy,3/30/20,5217,758,0
Italy,3/31/20,4050,810,0
Italy,4/1/20,4053,839,0
Italy,4/2/20,4782,727,0
Italy,4/3/20,4668,760,0
Italy,4/4/20,4585,764,0
Italy,4/5/20,4805,681,0
Italy,4/6/20,4316,527,0
Italy,4/7/20,3599,636,0
Italy,4/8/20,3039,604,0
Italy,4/9/20,3836,540,0
Italy,4/10/20,4204,612,0
Italy,4/11/20,3951,570,0
Italy,4/12/20,4694,619,0
Italy,4/13/20,4092,431,0
Italy,4/14/20,3153,564,0
Italy,4/15/20,2972,604,0
Italy,4/16/20,2667,578,0
Italy,4/17/20,3786,525,0
Italy,4/18/20,3493,575,0
Italy,4/19/20,3491,480,0
Italy,4/20/20,3047,433,0
Italy,4/21/20,2256,454,0
Italy,4/22/20,2729,534,0
Italy,4/23/20,3370,437,0
Italy,4/24/20,2646,464,0
Italy,4/25/20,3021,420,0
Italy,4/26/20,2357,415,0
Jordan,3/3/20,1,0,0
Jordan,3/8/20,0,0,0
Jordan,3/15/20,0,0,0
Jordan,3/16/20,14,0,0
Jordan,3/17/20,1,0,0
Jordan,3/18/20,19,0,0
Jordan,3/19/20,17,0,0
Jordan,3/20/20,4,0,0
Jordan,3/21/20,13,0,0
Jordan,3/22/20,15,0,0
Jordan,3/23/20,15,0,0
Jordan,3/24/20,13,0,0
Jordan,3/25/20,15,0,0
Jordan,3/26/20,26,0,0
Jordan,3/27/20,19,0,0
Jordan,3/28/20,40,0,0
Jordan,3/29/20,23,1,0
Jordan,3/30/20,24,0,0
Jordan,3/31/20,9,4,0
Jordan,4/1/20,6,0,0
Jordan,4/2/20,4,0,0
Jordan,4/3/20,21,0,0
Jordan,4/4/20,0,0,0
Jordan,4/5/20,24,0,0
Jordan,4/6/20,22,0,0
Jordan,4/7/20,4,1,0
Jordan,4/8/20,0,0,0
Jordan,4/9/20,9,0,0
Jordan,4/10/20,14,1,0
Jordan,4/11/20,0,0,0
Jordan,4/12/20,9,0,0
Jordan,4/13/20,8,0,0
Jordan,4/14/20,2,0,0
Jordan,4/15/20,6,0,0
Jordan,4/16/20,4,0,0
Jordan,4/17/20,1,0,0
Jordan,4/18/20,5,0,0
Jordan,4/19/20,6,0,0
Jordan,4/20/20,4,0,0
Jordan,4/21/20,8,0,0
Jordan,4/22/20,0,0,0
Jordan,4/23/20,3,0,0
Jordan,4/24/20,9,0,0
Jordan,4/25/20,4,0,0
Jordan,4/26/20,3,0,0
Japan,1/15/20,1,0,0
Japan,1/16/20,0,0,0
Japan,1/17/20,0,0,0
Japan,1/18/20,0,0,0
Japan,1/19/20,0,0,0
Japan,1/20/20,0,0,0
Japan,1/21/20,0,0,0
Japan,1/22/20,0,0,0
Japan,1/23/20,0,0,0
Japan,1/24/20,1,0,0
Japan,1/25/20,0,0,0
Japan,1/26/20,1,0,0
Japan,1/27/20,0,0,0
Japan,1/28/20,1,0,0
Japan,1/29/20,3,0,0
Japan,1/30/20,4,0,0
Japan,1/31/20,3,0,0
Japan,2/1/20,1,0,0
Japan,2/2/20,4,0,0
Japan,2/3/20,1,0,0
Japan,2/4/20,0,0,0
Japan,2/5/20,5,0,0
Japan,2/6/20,0,0,0
Japan,2/7/20,0,0,0
Japan,2/8/20,0,0,0
Japan,2/9/20,0,0,0
Japan,2/10/20,0,0,0
Japan,2/11/20,0,0,0
Japan,2/12/20,0,0,0
Japan,2/13/20,4,1,0
Japan,2/14/20,1,0,0
Japan,2/15/20,8,0,0
Japan,2/16/20,14,0,0
Japan,2/17/20,7,0,0
Japan,2/18/20,0,0,0
Japan,2/19/20,7,0,0
Japan,2/20/20,18,0,0
Japan,2/21/20,9,0,0
Japan,2/22/20,12,0,0
Japan,2/23/20,27,0,0
Japan,2/24/20,12,0,0
Japan,2/25/20,0,0,0
Japan,2/26/20,20,0,0
Japan,2/27/20,22,2,0
Japan,2/28/20,24,0,0
Japan,2/29/20,20,0,0
Japan,3/1/20,9,2,0
Japan,3/2/20,15,1,0
Japan,3/3/20,0,0,0
Japan,3/4/20,14,0,0
Japan,3/5/20,49,0,0
Japan,3/6/20,32,0,0
Japan,3/7/20,59,0,0
Japan,3/8/20,47,0,0
